ClipID;0=C+F//1=EngOnly//2=BorEng
1100061064;1
1100061067;1
1100061068;1
1100061069;1
1100061073;1
1100061074;1
1100061077;1
1100061078;1
1100062004;2
1100062005;0
1100062007;0
1100062008;0
1100062009;1
1100062016;2
1100062017;1
1100062024;2
1100062028;0
1100062029;0
1100062036;2
1100062037;2
1100062044;2
1100062045;0
1100062046;2
1100062049;0
1100062051;2
1100062053;1
1100062054;0
1100062059;0
1100062060;2
1100062061;1
1100062062;2
1100062063;2
1100062064;2
1100062065;1
1100062066;2
1100062067;1
1100062068;0
1100062069;2
1100062070;2
1100062071;0
1100062072;0
1100071005;2
1100071006;2
1100071007;2
1100071008;2
1100071009;2
1100071010;2
1100071011;2
1100071012;1
1100071013;1
1100071014;1
1100071015;0
1100071016;2
1100071017;0
1100071018;1
1100071019;2
1100071020;2
1100071021;2
1100071022;2
1100071023;2
1100071024;2
1100071026;0
1100071027;2
1100071028;2
1100071029;2
1100071030;1
1100071031;0
1100071032;0
1100071033;2
1100071034;0
1100071035;2
1100071036;1
1100071037;2
1100071040;2
1100071041;2
1100071042;0
1100071043;0
1100071044;0
1100071045;2
1100071046;2
1100071047;2
1100071049;1
1100071050;2
1100071052;2
1100071054;1
1100071055;0
1100071056;0
1100071057;2
1100071058;2
1100071059;0
1100071060;0
1100071061;2
1100071062;2
1100071063;1
1100071064;1
1100071065;2
1100071066;2
1100071067;0
1100071069;0
1100071070;1
1100071071;2
1100071072;2
1100071073;1
1100071074;2
1100071075;2
1100071076;2
1100071077;0
1100071078;2
1100071079;1
1100071080;1
1100071081;1
1100072001;2
1100072002;1
1100072003;1
1100072004;2
1100072006;1
1100072007;1
1100072008;2
1100072009;2
1100072010;2
1100072011;2
1100072012;1
1100072013;1
1100072014;1
1100072015;0
1100072016;2
1100072021;2
1100072022;1
1100072023;1
1100072024;1
1100072027;2
1100072028;2
1100072029;1
1100072030;2
1100072031;2
1100072032;2
1100072033;2
1100072034;2
1100072036;2
1100072037;2
1100072038;0
1100072039;0
1100072040;2
1100072042;1
1100072043;0
1100072045;2
1100072047;2
1100072048;2
1100072049;2
1100072050;2
1100072051;1
1100072052;2
1100072053;1
1100072054;1
1100072056;0
1100072057;2
1100072058;2
1100072059;2
1100072060;2
1100072061;2
1100072062;2
1100072063;1
1100072065;0
1100072066;0
1100072067;2
1100072068;2
1100072069;2
1100072070;2
1100072071;0
1100072072;2
1100072073;2
1100072074;2
1100072075;2
1100072076;2
1100072077;1
1100072078;2
1100072079;0
1100072080;2
1100072081;2
1100072082;2
1100072083;2
1100072084;1
1100072085;2
1100081044;0
1100081045;1
1100081046;0
1100081047;1
1100081048;0
1100082002;1
1100082003;1
1100082018;0
1100082027;0
1100102003;0
1100111001;2
1100111002;1
1100111003;0
1100111008;2
1100111009;1
1100111010;1
1100111011;1
1100111012;2
1100111013;0
1100111014;0
1100111016;1
1100111017;1
1100111018;2
1100111019;2
1100111021;1
1100111023;2
1100111025;1
1100111026;1
1100111027;0
1100111029;0
1100111030;1
1100111032;2
1100112001;2
1100112002;2
1100112003;1
1100112004;1
1100112006;1
1100112007;2
1100112008;1
1100112009;1
1100112010;2
1100112011;0
1100112012;1
1100112013;1
1100112014;2
1100112015;1
1100112016;1
1100112017;2
1100112018;1
1100112021;0
1100112022;2
1100112024;1
1100112025;1
1100112026;2
1100112029;1
1100112030;1
1100112033;2
1100112035;1
1100112036;2
1100112037;1
1100112038;2
1100112039;1
1100112040;2
1100112041;1
1100112042;1
1100112043;2
1100112044;1
1100112045;0
1100112047;2
1100112048;1
1100112051;1
1100112052;1
1100112053;1
1100112056;2
1100112057;1
1100112058;1
1100112059;1
1100112060;2
1100112061;1
1100112062;0
1100112063;0
1100112064;2
1100112065;0
1100112066;1
1100112068;2
1100121002;2
1100121003;1
1100121004;2
1100121005;1
1100121006;1
1100121007;1
1100121008;2
1100121009;2
1100121010;1
1100121011;2
1100121012;1
1100121015;2
1100121016;0
1100121017;1
1100121018;0
1100121019;0
1100121020;2
1100121024;2
1100121025;0
1100121028;1
1100121031;2
1100121032;1
1100121033;0
1100121034;2
1100121035;1
1100121036;1
1100121038;0
1100121040;1
1100121041;0
1100121042;1
1100121044;1
1100121045;1
1100121047;1
1100121049;1
1100121050;0
1100121052;0
1100121053;1
1100121054;1
1100121056;2
1100121057;1
1100121059;0
1100121060;2
1100121061;0
1100121064;1
1100122001;1
1100122002;2
1100122003;1
1100122005;1
1100122006;2
1100122007;1
1100122008;0
1100122009;1
1100122010;2
1100122011;1
1100122012;1
1100122013;0
1100122014;2
1100122015;1
1100122017;2
1100122018;1
1100122019;1
1100122020;2
1100122021;2
1100122023;2
1100122024;0
1100122025;1
1100122026;1
1100122031;2
1100122032;1
1100122033;1
1100122034;1
1100122035;0
1100122036;1
1100122037;1
1100122038;1
1100122039;1
1100122040;1
1100122041;2
1100122045;2
1100122047;0
1100122048;0
1100122050;2
1100122051;1
1100122052;1
1100122053;2
1100122054;2
1100122056;0
1100131006;1
1100131007;1
1100131009;1
1100131010;1
1100131011;2
1100131012;1
1100131017;2
1100131019;1
1100141001;1
1100141002;0
1100141003;1
1100141004;2
1100141005;1
1100141006;0
1100141007;1
1100141008;2
1100141009;2
1100141010;1
1100141011;0
1100141012;0
1100141013;0
1100141014;0
1100141015;2
1100141016;1
1100141017;0
1100141019;0
1100141020;0
1100141021;0
1100141023;1
1100141027;0
1100141028;0
1100141029;2
1100141030;0
1100141031;0
1100141032;0
1100141033;0
1100141034;0
1100141035;0
1100141036;0
1100141039;0
1100141040;0
1100141042;0
1100141044;2
1100141045;0
1100141046;2
1100141049;0
1100141050;0
1100141052;2
1100141053;0
1100141054;1
1100141055;1
1100141056;0
1100141057;0
1100142002;2
1100142003;0
1100142004;0
1100142007;2
1100142008;1
1100142009;0
1100142010;2
1100142011;0
1100142013;2
1100142014;2
1100142015;2
1100142017;2
1100142018;0
1100142019;0
1100142021;0
1100142022;0
1100142023;0
1100142024;0
1100142027;2
1100142028;0
1100142029;1
1100142030;1
1100142031;1
1100142032;1
1100142033;2
1100142034;1
1100142035;1
1100142038;1
1100142041;1
1100142043;0
1100142044;2
1100142045;1
1100142046;1
1100142048;2
1100142049;2
1100142050;2
1100142051;0
1100142052;0
1100142053;1
1100142056;1
1100142057;1
1100142058;1
1100142059;0
1100142060;0
1100151003;2
1100151004;2
1100151008;0
1100151009;0
1100151010;2
1100151011;0
1100151012;0
1100151013;2
1100151014;1
1100151015;1
1100151016;0
1100151017;2
1100151018;0
1100151019;2
1100151020;0
1100151021;1
1100151022;0
1100151023;0
1100151024;0
1100151028;0
1100151030;2
1100151032;1
1100151033;1
1100151035;0
1100151037;2
1100151038;1
1100151039;1
1100151040;2
1100151042;2
1100151043;0
1100151044;2
1100151047;2
1100151049;1
1100151050;0
1100151051;0
1100151052;2
1100151054;2
1100151055;2
1100151056;1
1100151057;2
1100151058;2
1100151062;1
1100152001;2
1100152004;1
1100152005;2
1100152006;1
1100152008;2
1100152009;1
1100152010;2
1100152013;1
1100152014;0
1100152015;1
1100152017;0
1100152019;2
1100152020;1
1100152022;0
1100152024;2
1100152025;1
1100152026;2
1100152027;2
1100152031;2
1100152032;2
1100152039;0
1100152040;2
1100152041;0
1100152042;1
1100152043;0
1100152048;1
1100152049;0
1100152050;0
1100152051;0
1100152055;1
1100152056;1
1100152061;0
1100152062;2
1100152067;2
1100152069;1
1100152070;0
1100161002;0
1100161004;1
1100161011;2
1100161012;0
1100161013;2
1100161014;2
1100161015;1
1100161016;2
1100161020;1
1100161021;1
1100161022;2
1100161023;0
1100161028;2
1100161029;2
1100161032;0
1100161035;1
1100161036;2
1100161038;0
1100161039;1
1100161041;2
1100161043;0
1100161044;0
1100161045;0
1100161046;2
1100161048;2
1100161050;2
1100161053;1
1100162005;0
1100162007;2
1100162011;2
1100162016;2
1100171001;0
1100171002;1
1100171004;2
1100171005;1
1100171007;1
1100171008;2
1100171009;0
1100171010;0
1100171011;2
1100171012;1
1100171013;2
1100171015;1
1100171016;0
1100171017;2
1100171019;0
1100171021;0
1100171022;0
1100171023;2
1100171031;0
1100171035;0
1100171036;2
1100171038;0
1100171039;2
1100171040;0
1100171041;0
1100171043;0
1100171045;2
1100171049;0
1100171055;2
1100171056;0
1100171057;1
1100171059;2
1100171061;0
1100171063;1
1100171064;1
1100171065;1
1100171067;2
1100171069;0
1100171070;1
1100171071;0
1100171072;1
1100171073;1
1100171074;1
1100171075;2
1100171076;0
1100171077;1
1100171078;0
1100171080;2
1100171083;2
1100172003;1
1100172004;0
1100172007;0
1100172012;2
1100172013;1
1100172014;2
1100172015;0
1100172016;0
1100172017;2
1100172018;0
1100172020;1
1100172021;2
1100172022;2
1100172026;2
1100172028;1
1100172030;1
1100172032;2
1100172033;2
1100172034;0
1100172035;1
1100172037;1
1100172039;1
1100172042;2
1100172043;2
1100172047;0
1100172050;1
1100172058;0
1100172063;0
1100172066;0
1100411010;2
1100411011;2
1100411012;2
1100411013;1
1100411015;1
1100411016;1
1100411018;1
1100411020;1
1100411023;1
1100411036;0
1100411041;0
1100411045;1
1100411047;0
1100411048;2
1100411049;2
1100411050;0
1100411051;0
1100411053;0
1100411054;2
1100411055;0
1100411057;0
1100412001;0
1100412003;0
1100412010;2
1100412018;2
1100412033;2
1100412038;2
1100412039;0
1100412040;0
1110031003;0
1110031007;0
1110031010;0
1110031011;0
1110031012;0
1110031014;0
1110031019;0
1110031020;0
1110031021;0
1110031025;0
1110031027;0
1110031031;0
1110031033;0
1110031037;0
1110031038;0
1110031039;0
1110031040;1
1110031042;0
1110031048;0
1110031049;0
1110031050;0
1110031056;0
1110031061;0
1110031062;0
1110031063;0
1110031064;1
1110031065;1
1110032002;0
1110032004;0
1110032006;0
1110032008;0
1110032010;0
1110032014;0
1110032015;0
1110032018;0
1110032019;0
1110032020;2
1110032021;0
1110032022;0
1110032023;0
1110032024;0
1110032025;0
1110032027;0
1110032029;0
1110032031;0
1110032032;1
1110032033;1
1110032034;0
1110032036;0
1110032037;0
1110032042;0
1110032043;0
1110032045;0
1110032047;0
1110032048;0
1110032049;0
1110032050;0
1110032051;0
1110032052;0
1110032053;0
1110032055;0
1110032056;0
1110032058;1
1110032059;0
1110032060;0
1110032061;0
1110032062;0
1110032063;0
1813740111;1
1813740112;0
1813740115;0
1813740116;0
1813740118;1
1813740119;2
1813740122;0
1813740123;2
1813740124;1
1813740126;1
1813740127;0
1813740128;0
1813740131;2
1813740133;0
1813740135;0
1813740137;2
1813740138;0
1813740143;0
1813740144;0
1813740149;2
181374015;2
1813740150;0
1813740153;0
1813740155;0
1813740157;0
1813740159;0
181374016;2
1813740162;2
1813740164;2
1813740165;0
1813740167;0
1813740168;2
1813740169;0
181374017;0
1813740171;0
1813740172;0
1813740173;0
1813740174;1
1813740176;0
1813740178;0
1813740179;0
1813740180;0
1813740181;2
1813740182;1
1813740183;2
1813740184;0
1813740185;0
181374019;1
1813740210;1
1813740211;0
1813740212;0
1813740213;0
1813740214;0
1813740218;0
1813740219;0
1813740220;1
1813740221;0
1813740224;0
1813740225;1
1813740226;0
1813740227;2
1813740229;0
181374023;0
1813740231;0
1813740232;0
1813740233;0
1813740234;1
1813740235;0
1813740236;2
1813740237;1
1813740238;1
181374024;0
1813740240;2
1813740241;1
1813740242;1
1813740243;1
1813740245;1
1813740249;1
181374025;1
1813740250;0
1813740251;1
1813740252;1
1813740253;0
1813740255;1
1813740256;1
1813740257;0
1813740258;1
1813740259;1
181374026;0
1813740260;2
1813740261;1
1813740262;1
1813740263;0
1813740264;2
1813740265;0
1813740266;2
1813740267;1
1813740268;0
1813740269;2
181374027;0
1813740270;0
1813740271;0
1813740272;2
1813740273;1
1813740274;1
1813740275;1
1813740276;1
1813740277;2
1813740278;0
1813740279;1
181374028;1
181374029;1
2000481035;2
2000481036;1
2000481037;0
2000481038;1
2000481039;0
2000481040;0
2000481041;1
2000481043;1
2000481048;2
2000482008;2
2000482009;2
2000482012;1
2000482018;0
2000482021;2
2000482034;1
2000482037;2
2000482038;2
2000482039;1
2000482041;1
2000482042;0
2000482043;1
2000482044;1
2000482049;2
2000482050;2
2000482052;0
2000482059;0
2000482065;1
2000482066;1
2000482067;1
2000482068;0
2000482070;2
2000491062;1
2000491064;1
2000491065;0
2000491066;1
2000491067;0
2000491068;1
2000491070;2
2000491072;1
2000491074;1
2000491075;1
2000491076;2
2000491077;2
2000491078;0
2000491079;1
2000501001;0
2000501002;0
2000501003;0
2000501004;1
2000501006;2
2000501009;1
2000501010;0
2000501011;2
2000501012;0
2000501014;0
2000501015;0
2000501016;0
2000501018;1
2000501019;2
2000501020;1
2000501021;1
2000501023;0
2000501027;0
2000501028;0
2000501030;0
2000501031;2
2000501032;1
2000501033;1
2000501035;0
2000501036;1
2000501037;1
2000501038;1
2000501039;1
2000501040;0
2000501041;1
2000501042;0
2000501043;0
2000501044;0
2000501045;1
2000501046;0
2000501049;1
2000501050;2
2000501051;2
2000501052;0
2000501053;2
2000501054;2
2000501056;2
2000501057;2
2000501060;0
2000501061;2
2000501062;0
2000501063;0
2000501065;2
2000501066;1
2000501067;0
2000501071;1
2000501074;0
2000501075;1
2000501076;1
2000501078;1
2000502002;2
2000502005;2
2000502006;2
2000502007;1
2000502009;0
2000502010;0
2000502012;2
2000502013;1
2000502014;2
2000502015;1
2000502019;2
2000502020;0
2000502023;2
2000502025;2
2000502033;0
2000502036;2
2000502037;0
2000502039;0
2000502040;2
2000502041;1
2000502043;2
2000502044;2
2000502045;1
2000502047;2
2000502048;0
2000502049;2
2000502050;2
2000502051;1
2000502053;1
2000502054;0
2000502055;2
2000502056;2
2000502057;0
2000502058;2
2000502059;0
2000502061;2
2000502062;0
2000502063;2
2000502065;2
2000502066;2
2000502067;1
2000502069;0
2000502070;2
2000502072;0
2000502073;2
2000502075;2
2000502076;2
2000502077;0
2000502078;1
2000502081;2
2000502084;2
2000502087;2
2000502088;2
2000502090;0
2000541001;2
2000541002;2
2000541003;1
2000541006;1
2000541007;2
2000541010;2
2000541011;0
2000541014;1
2000541015;1
2000541016;2
2000541018;2
2000541019;0
2000541020;1
2000541021;0
2000541022;2
2000541023;1
2000541024;1
2000541025;1
2000541027;0
2000541028;1
2000541029;0
2000541030;1
2000541031;1
2000541032;0
2000541034;0
2000541035;0
2000541038;2
2000541039;1
2000541040;1
2000541041;0
2000541043;1
2000541044;1
2000541045;2
2000541046;2
2000541049;1
2000541050;2
2000541051;1
2000541052;1
2000541053;2
2000541054;2
2000541055;0
2000541056;0
2000541057;0
2000541059;0
2000541062;1
2000541064;0
2000541066;0
2000541067;0
2000541068;1
2000541069;2
2000541070;2
2000541071;0
2000541072;1
2000541073;0
2000541074;1
2000541075;0
2000541076;1
2000541077;1
2000541079;1
2000541080;0
2000541081;0
2000542001;0
2000542002;2
2000542007;1
2000542008;1
2000542009;2
2000542010;1
2000542013;1
2000542015;1
2000542016;1
2000542021;0
2000542022;0
2000542025;0
2000542026;1
2000542027;1
2000542029;2
2000542030;1
2000542032;0
2000542033;1
2000542034;0
2000542035;2
2000542036;0
2000542042;1
2000542049;1
2000542050;1
2000542051;2
2000542052;1
2000542054;2
2000542056;0
2026140111;0
2026140113;0
2026140116;1
2026140117;1
2026140118;0
2026140119;1
2026140120;0
2026140122;1
2026140124;1
2026140125;2
2026140126;0
2026140128;0
2026140129;0
2026140130;0
2026140131;0
2026140133;2
2026140134;1
2026140135;0
2026140138;2
2026140141;2
2026140145;0
2026140147;0
2026140149;0
202614015;0
2026140151;2
2026140154;1
2026140158;0
2026140159;2
202614016;0
2026140160;2
2026140161;0
2026140165;1
2026140169;2
202614017;0
2026140170;0
2026140172;0
202614018;1
202614019;2
202614020;0
202614021;0
2026140210;2
2026140212;2
2026140213;2
2026140220;0
2026140221;0
2026140223;0
2026140224;1
2026140225;0
202614023;0
2026140230;0
2026140233;0
2026140236;1
2026140237;0
2026140239;0
2026140241;0
2026140243;2
2026140246;1
2026140247;2
2026140249;1
202614025;0
2026140250;0
2026140253;0
2026140254;2
2026140255;0
2026140257;1
2026140259;0
2026140260;0
2026140263;0
2026140264;0
2026140272;0
2026140273;0
2026140275;0
2026140276;1
2026140277;0
2026140279;1
2026140281;1
202614029;0
205601011;1
2056010112;1
2056010113;2
2056010114;0
2056010116;0
2056010118;0
2056010119;0
205601012;0
2056010120;1
2056010122;1
2056010123;1
2056010124;0
2056010126;2
2056010130;0
2056010133;1
2056010134;0
2056010136;0
2056010137;2
2056010139;0
2056010141;1
2056010142;0
2056010148;0
2056010149;0
2056010153;0
2056010155;0
2056010156;0
2056010157;0
205601016;1
2056010160;0
2056010162;0
2056010164;0
2056010165;0
2056010167;0
205601017;0
205601018;0
2056010210;0
2056010212;0
2056010213;0
2056010214;0
2056010215;0
2056010218;0
2056010219;0
2056010222;0
2056010224;0
2056010225;2
2056010226;0
2056010228;0
2056010229;0
2056010230;0
2056010232;0
2056010233;1
2056010234;0
2056010235;0
2056010236;0
2056010238;0
2056010239;0
205601024;0
2056010240;0
2056010241;1
2056010242;0
2056010244;2
2056010245;0
2056010247;0
2056010249;0
205601025;0
2056010250;0
2056010252;0
2056010253;2
2056010254;0
2056010255;0
2056010258;0
2056010260;0
2056010261;0
2056010262;0
2056010263;0
2056010265;0
2056010267;0
2056010269;0
205601027;0
2056010272;0
2056010274;0
2056010275;0
2056010276;0
2056010277;0
2056010279;0
205601028;2
2056010281;0
2056010283;0
2100511002;1
2100511003;2
2100511005;0
2100511008;2
2100511011;0
2100511012;0
2100511013;2
2100511015;2
2100511016;1
2100511018;1
2100511019;1
2100511024;1
2100511026;1
2100511027;0
2100511028;1
2100511031;1
2100511032;0
2100511034;0
2100511035;0
2100511036;0
2100511038;0
2100511039;1
2100511040;1
2100511044;0
2100511048;2
2100511057;2
2100511058;1
2100511059;0
2100511060;0
2100511061;2
2100511062;1
2100511063;1
2100511064;1
2100511065;1
2100511067;1
2100511069;0
2100511070;1
2100511071;1
2100511072;1
2100511073;0
2100511074;0
2100511076;0
2100511077;1
2100511078;1
2100511079;1
2100511080;1
2100511081;2
2100511082;1
2100512001;1
2100512002;2
2100512003;0
2100512006;0
2100512007;0
2100512009;0
2100512010;2
2100512011;1
2100512012;1
2100512014;2
2100512015;2
2100512016;1
2100512017;1
2100512018;0
2100512020;1
2100512021;2
2100512025;1
2100512026;0
2100512028;2
2100512029;1
2100512032;2
2100512034;1
2100512035;0
2100512036;0
2100512037;2
2100512038;1
2100512039;1
2100512041;2
2100512042;1
2100512044;2
2100512045;1
2100512051;0
2100512052;1
2100512053;1
2100512055;2
2100512057;1
2100512058;1
2100512061;1
2100512062;1
2100512063;1
2100512064;2
2100512065;2
2100521002;0
2100521005;1
2100521006;1
2100521008;1
2100521009;2
2100521010;0
2100521013;2
2100521014;0
2100521015;2
2100521016;1
2100521017;0
2100521018;2
2100521021;0
2100521022;0
2100521023;1
2100521024;1
2100521025;0
2100521026;1
2100521027;0
2100521028;0
2100521029;1
2100521030;2
2100521031;0
2100521032;0
2100521033;2
2100521034;0
2100521035;0
2100521037;1
2100521038;1
2100521039;0
2100521040;2
2100521041;2
2100521042;0
2100521043;1
2100521044;1
2100521046;2
2100521047;2
2100521048;1
2100521049;0
2100521050;1
2100521051;0
2100521052;2
2100521054;0
2100521055;0
2100521056;1
2100521057;1
2100521059;1
2100521060;2
2100521061;0
2100521062;1
2100521063;2
2100521067;2
2100521069;0
2100521070;2
2100521072;1
2100521073;2
2100521074;1
2100521075;1
2100521076;0
2100521077;1
2100521078;1
2100521079;2
2100522001;1
2100522004;0
2100522005;2
2100522006;1
2100522007;1
2100522008;0
2100522009;1
2100522010;1
2100522011;0
2100522012;0
2100522013;2
2100522018;2
2100522019;2
2100522020;1
2100522021;1
2100522023;0
2100522024;1
2100522026;2
2100522028;0
2100522031;2
2100522033;1
2100522034;1
2100522035;0
2100522036;2
2100522038;2
2100522039;0
2100522040;2
2100522041;1
2100522042;2
2100522046;0
2100522047;0
2100522048;0
2100522049;0
2100522050;0
2100522051;1
2100522052;1
2100522053;0
2100522054;1
2100522055;1
2100522056;2
2100522059;2
2100522060;1
2100522061;1
2100522062;0
2100522063;1
2100522064;0
2100522067;2
2100522068;0
2100522070;1
2100531001;1
2100531002;2
2100531003;0
2100531004;1
2100531006;1
2100531007;0
2100531008;0
2100531009;1
2100531010;1
2100531012;0
2100531013;1
2100531014;0
2100531015;1
2100531016;0
2100531017;2
2100531018;1
2100531019;1
2100531021;1
2100531022;0
2100531023;1
2100531024;0
2100531025;0
2100531026;2
2100531027;1
2100531028;1
2100531030;0
2100531031;2
2100531033;1
2100531034;1
2100531035;0
2100531036;0
2100531037;1
2100531040;1
2100531041;1
2100531042;0
2100531043;0
2100531044;1
2100531045;1
2100531047;1
2100531048;0
2100531049;1
2100531050;0
2100531051;1
2100531052;0
2100531053;2
2100531054;0
2100531055;1
2100531056;1
2100531057;0
2100531058;0
2100531059;1
2100531060;0
2100531061;1
2100531063;1
2100531064;0
2100531065;0
2100531066;1
2100531067;0
2100531068;1
2100531070;0
2100531071;0
2100531072;0
2100531073;0
2100531074;0
2100531076;1
2100531077;0
2100531078;1
2100531079;1
2100531080;1
2100531081;0
2100531082;0
2100531084;0
2100532002;2
2100532003;2
2100532004;0
2100532005;2
2100532007;0
2100532008;2
2100532010;0
2100532012;0
2100532013;1
2100532015;0
2100532016;2
2100532017;0
2100532019;0
2100532020;1
2100532022;0
2100532023;0
2100532024;1
2100532025;2
2100532026;1
2100532027;1
2100532028;2
2100532029;1
2100532030;2
2100532031;1
2100532032;1
2100532033;2
2100532034;1
2100532037;1
2100532042;1
2100532043;1
2100532044;0
2100532045;2
2100532046;1
2100532047;0
2100532048;1
2100532050;1
2100532052;0
2100532053;1
2100532054;1
2100532055;1
2100532056;0
2100532057;0
2100532058;1
2100532059;1
2100532060;2
2100532061;1
2100532062;1
2100532063;2
2100532064;1
2100532066;1
2100532067;0
2100532068;2
2100532070;1
2100532071;1
2100532072;1
2100551002;0
2100551005;0
2100551006;0
2100551007;0
2100551010;0
2100551011;0
2100551013;1
2100551014;1
2100551015;0
2100551016;1
2100551017;1
2100551018;0
2100551019;1
2100551020;0
2100551021;0
2100551022;0
2100551023;2
2100551024;2
2100551025;2
2100551027;0
2100551028;1
2100551029;2
2100551032;2
2100551033;0
2100551034;0
2100551035;0
2100551036;1
2100551037;0
2100551039;0
2100551041;0
2100551042;2
2100551043;2
2100551044;0
2100551045;0
2100551046;2
2100551049;1
2100551050;1
2100551051;2
2100551052;0
2100551053;0
2100551054;2
2100551055;2
2100551056;2
2100551057;0
2100551059;2
2100551060;2
2100551061;2
2100551062;2
2100551063;0
2100551064;1
2100551065;0
2100551066;2
2100551067;2
2100551068;2
2100551069;1
2100551071;1
2100551072;2
2100551073;0
2100551074;0
2100551075;0
2100551076;1
2100551077;0
2100551079;0
2100551080;1
2100551081;0
2100552002;0
2100552003;0
2100552004;1
2100552005;0
2100552006;0
2100552007;0
2100552008;1
2100552009;1
2100552010;2
2100552011;0
2100552012;0
2100552013;2
2100552014;0
2100552015;0
2100552016;2
2100552017;0
2100552018;0
2100552019;1
2100552021;2
2100552022;1
2100552023;2
2100552024;0
2100552025;0
2100552027;2
2100552028;0
2100552029;0
2100552030;0
