ClipID;0=EngBor//1=C+F
5000672077;1
5000672081;0
5000672082;0
5000951001;1
5000951002;0
5000951003;0
5000951004;1
5000951005;0
5000951006;1
5000951007;0
5000951008;1
5000951009;0
5000951010;1
5000951011;0
5000951012;0
5000951013;0
5000951015;0
5000951016;0
5000951017;0
5000951018;0
5000951019;1
5000951021;0
5000951023;0
5000951024;1
5000951025;1
5000951027;1
5000951028;1
5000951033;0
5000951034;0
5000951035;0
5000951037;1
5000951039;0
5000951040;0
5000951042;1
5000951043;1
5000951044;1
5000951045;0
5000951047;0
5000951049;0
5000951051;1
5000951052;0
5000951053;1
5000951054;1
5000951055;0
5000951056;0
5000951057;1
5000951058;0
5000951060;0
5000951061;0
5000951062;0
5000951063;1
5000951065;0
5000951066;0
5000951067;1
5000952002;0
5000952003;1
5000952004;1
5000952005;1
5000952007;1
5000952008;0
5000952011;0
5000952013;0
5000952014;1
5000952015;1
5000952016;1
5000952017;1
5000952018;1
5000952020;0
5000952021;0
5000952022;1
5000952023;0
5000952024;0
5000952025;0
5000952026;0
5000952027;0
5000952028;1
5000952029;0
5000952031;0
5000952032;0
5000952033;0
5000952034;1
5000952035;0
5000952036;0
5000952038;0
5000952040;0
5000952041;0
5000952042;0
5000952044;1
5000952045;0
5000952046;0
5000952048;0
5000952050;0
5000952052;0
5000952053;0
5000952054;1
5000952055;0
5000952060;0
5000952061;0
5000952062;0
5000952063;0
5000952064;0
5000952065;1
5000952066;0
5000952068;0
5000952069;0
5000952070;0
5000952071;0
5000952072;0
5000952073;0
5000952075;1
5000952076;0
5000952077;0
5000952078;0
5000952080;0
5000952083;0
5100091001;0
5100091003;0
5100091004;1
5100091005;0
5100091006;0
5100091007;0
5100091008;1
5100091009;0
5100091010;0
5100091012;1
5100091017;1
5100091019;0
5100091020;1
5100091025;0
5100091026;0
5100091027;0
5100091028;0
5100091032;0
5100091033;1
5100091034;0
5100091035;1
5100091036;1
5100091038;0
5100091039;1
5100091042;1
5100091046;0
5100091049;0
5100091050;1
5100091051;0
5100091053;0
5100091055;0
5100091056;0
5100091057;0
5100091058;0
5100091059;0
5100091062;1
5100091064;1
5100091065;0
5100091066;1
5100091067;0
5100091068;0
5100091069;0
5100092002;0
5100092003;0
5100092005;0
5100092006;0
5100092008;0
5100092010;0
5100092011;0
5100092013;0
5100092017;0
5100092019;0
5100092021;1
5100092022;0
5100092023;0
5100092026;0
5100092027;0
5100092032;0
5100092033;0
5100092034;1
5100092035;1
5100092037;0
5100092038;0
5100092039;0
5100092040;0
5100092041;0
5100092042;0
5100092043;0
5100092044;0
5100092045;0
5100092053;0
5100092056;1
5100092057;1
5100092060;0
5100092061;0
5100092062;0
5100092063;0
5100092064;0
5100092065;1
5100092067;0
5100092068;0
5100092069;0
5100092071;0
5100092072;0
5100341002;1
5100341003;0
5100341004;0
5100341005;0
5100341006;0
5100341008;0
5100341009;0
5100341010;0
5100341012;1
5100341013;0
5100341014;0
5100341015;0
5100341016;1
5100341017;0
5100341019;0
5100341020;1
5100341021;0
5100341022;0
5100341023;0
5100341024;0
5100341025;0
5100341026;0
5100341027;0
5100341028;0
5100341030;1
5100341031;1
5100341032;0
5100341033;1
5100341034;0
5100341035;1
5100341037;0
5100341038;0
5100341039;0
5100341042;0
5100341043;0
5100341046;0
5100341048;0
5100341050;0
5100341052;0
5100341054;0
5100341055;0
5100341056;1
5100341057;0
5100341058;0
5100341061;0
5100341062;0
5100341065;0
5100341067;0
5100341068;0
5100341070;0
5100341071;0
5100341072;1
5100341074;0
5100341075;0
5100341076;0
5100341077;0
5100341078;0
5100341079;0
5100342002;1
5100342003;1
5100342007;0
5100342008;0
5100342009;0
5100342012;0
5100342016;1
5100342017;0
5100342018;1
5100342020;0
5100342022;1
5100342023;0
5100342024;1
5100342025;1
5100342028;1
5100342030;1
5100342031;1
5100342034;1
5100342036;1
5100342042;0
5100342043;0
5100342045;0
5100342048;0
5100351001;0
5100351002;1
5100351004;1
5100351005;1
5100351007;0
5100351009;0
5100351010;0
5100351012;0
5100351013;1
5100351015;0
5100351016;0
5100351019;1
5100351020;0
5100351021;0
5100351022;0
5100351023;0
5100351024;1
5100351025;1
5100351026;0
5100351032;1
5100351034;0
5100351035;1
5100351036;0
5100351038;0
5100351039;0
5100351040;0
5100351042;0
5100351043;0
5100351044;1
5100351045;0
5100351046;1
5100351049;0
5100351051;0
5100351054;1
5100351058;1
5100352001;0
5100352002;1
5100352003;0
5100352004;0
5100352005;0
5100352006;0
5100352007;0
5100352008;0
5100352009;0
5100352011;1
5100352012;0
5100352013;1
5100352014;0
5100352015;1
5100352016;0
5100352017;1
5100352018;0
5100352020;0
5100352021;1
5100352022;0
5100352026;0
5100352027;0
5100352028;0
5100352030;1
5100352031;0
5100352032;0
5100352033;0
5100352034;0
5100352035;0
5100352037;0
5100352038;0
5100352039;0
5100352041;0
5100352042;0
5100352043;1
5100352044;0
5100352045;1
5100352046;0
5100352049;0
5100352050;1
5100352051;0
5100352052;0
5100352054;0
5100352055;1
5100352056;0
5100352057;0
5100352060;1
5100352061;0
5100352063;0
5100361009;1
5100361056;0
5100362028;1
5100362029;1
5100362030;1
5100362052;1
5100371022;1
5100371023;0
5100371024;0
5100371026;0
5100371027;1
5100371042;1
5100371055;1
5100371056;1
5100371067;0
5100371079;0
5100372001;0
5100372002;0
5100372003;0
5100372005;1
5100372006;0
5100372007;0
5100372009;0
5100372011;1
5100372015;0
5100372016;0
5100372017;0
5100372018;1
5100372019;0
5100372020;0
5100372021;0
5100372022;0
5100372023;0
5100372026;0
5100372027;0
5100372028;1
5100372069;0
5100381002;1
5100381003;0
5100381004;0
5100381005;0
5100381006;0
5100381007;0
5100381008;0
5100381009;1
5100381010;0
5100381011;0
5100381012;0
5100381015;0
5100381016;0
5100381017;0
5100381018;0
5100381019;0
5100381020;0
5100381021;0
5100381022;0
5100381023;0
5100381024;0
5100381026;0
5100381027;1
5100381028;1
5100381029;1
5100381031;0
5100381032;1
5100381034;0
5100381035;0
5100381037;1
5100381038;0
5100381039;1
5100381040;0
5100381041;0
5100381042;0
5100381043;0
5100381044;0
5100381045;0
5100381046;1
5100381047;0
5100381048;0
5100381049;0
5100381050;0
5100381051;0
5100381052;0
5100381053;0
5100381054;0
5100381055;0
5100381056;1
5100381058;0
5100381059;0
5100381060;0
5100381061;0
5100381063;1
5100381065;1
5100381066;0
5100381067;1
5100381069;1
5100382001;0
5100382003;0
5100382007;0
5100382008;0
5100382010;1
5100382011;0
5100382012;0
5100382013;0
5100382014;1
5100382015;0
5100382016;0
5100382018;0
5100382019;0
5100382020;0
5100382021;0
5100382022;0
5100382023;0
5100382025;0
5100382026;0
5100382027;0
5100382028;0
5100382029;0
5100382030;0
5100382031;0
5100382032;0
5100382033;1
5100382034;0
5100382035;0
5100382036;0
5100382037;0
5100382038;0
5100382039;0
5100382040;0
5100382042;0
5100382045;0
5100382046;1
5100382048;0
5100382050;0
5100382051;0
5100382052;0
5100382053;0
5100382054;1
5100382055;0
5100382056;1
5100382057;0
5100382058;0
5100382059;0
5100382060;0
5100382061;0
5100382062;0
5100382063;0
5100382064;0
5100382065;0
5100382066;0
5100382067;0
5100382068;0
5100382069;0
5100382070;0
5100382071;0
5100382072;0
5100382073;0
5100382075;0
5100382076;0
5100382077;0
5100382078;0
5100382079;0
5100401001;1
5100401003;0
5100401005;1
5100401006;1
5100401007;0
5100401008;0
5100401010;0
5100401011;0
5100401012;0
5100401014;0
5100401015;0
5100401016;1
5100401018;0
5100401021;0
5100401022;0
5100401023;1
5100401025;0
5100401026;0
5100401028;1
5100401029;0
5100401030;0
5100401031;1
5100401032;0
5100401033;0
5100401034;0
5100401035;0
5100401036;0
5100401038;0
5100401039;1
5100401040;0
5100401042;0
5100401043;1
5100401044;0
5100401045;0
5100401046;0
5100401047;0
5100401048;0
5100401049;0
5100401050;1
5100401051;0
5100401053;1
5100401054;0
5100401055;0
5100401056;0
5100401057;0
5100401059;0
5100401060;0
5100401061;0
5100401062;0
5100401063;1
5100401064;1
5100401065;0
5100401066;0
5100401067;1
5100401069;0
5100401070;0
5100401071;0
5100401072;1
5100401073;1
5100401074;0
5100401075;1
5100401076;0
5100401077;0
5100401078;0
5100402001;0
5100402002;1
5100402004;0
5100402005;0
5100402007;0
5100402008;1
5100402009;0
5100402011;1
5100402012;1
5100402015;0
5100402016;0
5100402017;1
5100402019;1
5100402020;1
5100402023;1
5100402024;0
5100402028;0
5100402029;1
5100402031;0
5100402032;0
5100402033;0
5100402034;0
5100402035;1
5100402036;1
5100402037;1
5100402038;0
5100402039;0
5100402040;0
5100402046;0
5100402047;0
5100402048;0
5100402049;0
5100402050;1
5100402051;1
5100402052;1
5100402053;0
5100402054;1
5100402055;1
5100402057;1
5100402058;0
5100402059;0
5100402062;1
5100402063;1
5100402065;0
5100402066;0
5100402067;0
5100402068;0
5100402069;1
5100421001;1
5100421002;0
5100421003;0
5100421005;0
5100421007;1
5100421009;0
5100421011;1
5100421012;0
5100421013;1
5100421015;1
5100421016;1
5100421017;1
5100421018;0
5100421019;0
5100421020;0
5100421021;0
5100421024;1
5100421025;1
5100421026;0
5100421027;1
5100421029;0
5100421032;0
5100421033;1
5100421034;0
5100421038;0
5100421039;1
5100421040;0
5100421041;0
5100421043;1
5100421045;0
5100421047;0
5100421048;0
5100421049;0
5100421050;1
5100421051;0
5100421052;0
5100421053;0
5100421054;0
5100421056;0
5100421057;0
5100421058;1
5100421059;0
5100421060;1
5100421061;1
5100421062;1
5100421063;0
5100421064;0
5100421065;0
5100421067;0
5100421068;0
5100421069;0
5100421070;1
5100421071;0
5100421072;0
5100421073;0
5100421074;1
5100421076;0
5100421078;0
5100421079;0
5100421080;1
5100421081;0
5100422002;0
5100422003;0
5100422004;1
5100422005;0
5100422006;0
5100422007;1
5100422008;0
5100422009;0
5100422011;1
5100422012;0
5100422013;0
5100422014;1
5100422016;1
5100422017;0
5100422018;0
5100422019;0
5100422022;0
5100422023;1
5100422024;1
5100422025;0
5100422026;1
5100422027;0
5100422028;1
5100422029;0
5100422030;0
5100422033;0
5100422034;0
5100422035;1
5100422036;0
5100422037;1
5100422038;1
5100422039;0
5100422041;0
5100422042;0
5100422044;1
5100422045;0
5100422046;0
5100422047;1
5100422049;1
5100422050;0
5100422051;0
5100422052;0
5100422055;0
5100422056;0
5100422057;0
5100422058;0
5100422059;0
5100422060;0
5100422061;1
5100422062;0
5100422063;1
5100422065;1
5100422066;1
5100422067;0
5100422068;1
5100422069;0
5100422071;1
5100422072;0
5100422073;0
5100422074;0
5100422075;0
5100422077;1
5100422078;0
5100422079;1
5100422080;0
5100422081;1
5100422084;0
5100422085;0
5100451001;1
5100451003;0
5100451004;0
5100451006;0
5100451007;1
5100451012;0
5100451013;0
5100451015;0
5100451016;0
5100451017;0
5100451018;0
5100451019;0
5100451020;0
5100451024;0
5100451026;0
5100451027;0
5100451033;1
5100451034;0
5100451035;0
5100451036;0
5100451038;0
5100451041;0
5100451043;0
5100451044;0
5100451045;1
5100451049;0
5100451050;0
5100451051;0
5100451052;0
5100451055;0
5100451056;0
5100451059;0
5100451060;1
5100451061;0
5100451064;0
5100451065;0
5100451066;1
5100451067;0
5100451070;0
5100451071;1
5100452002;0
5100452004;0
5100452005;0
5100452006;0
5100452007;0
5100452008;0
5100452009;0
5100452010;0
5100452011;0
5100452012;0
5100452013;0
5100452014;0
5100452016;1
5100452017;1
5100452018;0
5100452021;0
5100452023;1
5100452025;0
5100452027;1
5100452028;0
5100452030;0
5100452031;0
5100452032;0
5100452033;0
5100452034;0
5100452035;0
5100452036;0
5100452037;0
5100452038;0
5100452039;1
5100452040;1
5100452047;0
5100452049;0
5100452050;0
5100452053;0
5100452054;0
5100452055;1
5100452059;0
5100452060;0
5100452061;1
5100452065;0
5100452066;0
5100452067;1
5100452076;0
5100452078;0
5100452079;0
5100452080;0
5100452081;0
5100461004;1
5100461005;1
5100461006;0
5100461007;1
5100461008;1
5100461009;0
5100461010;0
5100461011;1
5100461014;0
5100461015;1
5100461016;1
5100461017;0
5100461018;1
5100461020;0
5100461021;0
5100461022;0
5100461023;0
5100461025;1
5100461029;0
5100461030;1
5100461031;0
5100461032;1
5100461033;0
5100461034;1
5100461035;1
5100461036;1
5100461037;1
5100461038;0
5100461039;1
5100461040;1
5100461042;0
5100461043;1
5100461044;1
5100461046;1
5100461047;0
5100461048;0
5100461049;1
5100461050;1
5100461051;1
5100461052;1
5100461053;1
5100461054;1
5100461055;0
5100461056;1
5100461057;0
5100461058;1
5100461061;0
5100461062;1
5100461063;0
5100461064;1
5100461065;0
5100461066;1
5100461067;1
5100461068;1
5100461069;0
5100462001;0
5100462002;0
5100462003;1
5100462005;1
5100462009;0
5100462010;0
5100462011;1
5100462012;0
5100462014;0
5100462015;1
5100462016;1
5100462017;0
5100462018;1
5100462019;0
5100462021;0
5100462022;0
5100462023;1
5100462024;1
5100462025;0
5100462026;1
5100462027;0
5100462028;1
5100462029;0
5100462031;1
5100462032;1
5100462033;1
5100462035;0
5100462037;1
5100462038;1
5100462039;1
5100462040;0
5100462041;1
5100462042;1
5100462043;1
5100462044;0
5100462045;0
5100462046;0
5100462047;1
5100462048;0
5100462050;1
5100462051;1
5100462052;1
5100462053;0
5100462054;0
5100462055;0
5100462057;1
5100462058;1
5100462059;1
5100462061;1
5100462062;1
5100462063;0
5100462064;0
5100462066;1
5100462067;1
5100462068;1
5100462069;0
5100462070;1
5100462071;1
5100462072;0
5100462074;1
5100462075;1
5100462077;0
5100462078;1
5100462079;0
5100462080;1
5100462081;1
5100462082;0
5100471001;1
5100471002;0
5100471003;0
5100471011;1
5100471012;1
5100471013;0
5100471015;1
5100471016;0
5100471018;1
5100471019;0
5100471020;1
5100471021;1
5100471023;1
5100471026;1
5100471027;1
5100471028;1
5100471029;0
5100471030;1
5100471031;1
5100471034;1
5100471037;1
5100471038;1
5100471039;1
5100471041;1
5100471042;1
5100471044;1
5100471045;1
5100471047;1
5100471049;1
5100471050;0
5100471051;1
5100471052;0
5100471054;0
5100471056;0
5100471057;0
5100471058;1
5100471059;1
5100471060;1
5100471062;1
5100471063;1
5100471065;1
5100471068;0
5100471069;1
5100471070;0
5100471072;1
5100471074;0
5100471075;0
5100471080;1
5100471081;0
5100472001;1
5100472002;1
5100472003;1
5100472004;1
5100472005;1
5100472007;0
5100472009;1
5100472010;0
5100472011;1
5100472012;1
5100472014;0
5100472019;0
5100472020;0
5100472021;0
5100472027;0
5100472030;0
5100472031;1
5100472032;0
5100472035;0
5100472039;0
5100472040;1
5100472041;1
5100472042;1
5100472044;1
5100472045;1
5100472047;0
5100472050;1
5100472052;0
5100472053;1
5100472054;0
5100472058;1
5100472060;0
5100472063;0
5100472064;1
826412010;0
8264120110;1
8264120111;1
8264120112;1
8264120113;1
8264120116;1
8264120117;1
8264120119;0
8264120120;1
8264120121;1
8264120122;1
8264120123;1
8264120124;0
8264120125;1
8264120126;0
8264120127;1
826412013;0
8264120131;1
8264120132;1
8264120136;1
8264120139;0
8264120141;1
8264120144;1
8264120145;0
8264120146;0
8264120149;1
8264120150;1
8264120156;1
8264120157;1
8264120159;1
8264120165;0
8264120166;1
8264120169;0
826412017;0
826412018;1
826412019;0
8264120210;1
8264120211;1
8264120213;1
8264120215;1
8264120216;1
8264120218;0
8264120219;1
8264120220;0
8264120221;0
8264120223;1
8264120224;0
8264120227;1
8264120228;0
8264120229;1
826412023;1
8264120231;1
8264120232;1
8264120233;1
8264120234;1
8264120239;1
826412024;0
8264120240;1
8264120241;1
8264120242;1
8264120243;1
8264120245;1
8264120247;1
8264120248;1
8264120249;1
826412025;1
8264120254;0
8264120256;1
8264120257;0
8264120258;0
8264120261;0
8264120262;1
8264120263;1
8264120265;0
8264120266;1
8264120268;1
8264120269;1
826412027;1
8264120274;1
8264120275;0
8264120279;0
8264120280;1
8264120282;1
8264120284;0
88265401100;1
88265401130;1
88265401140;0
88265401150;0
88265401160;0
88265401170;1
88265401190;0
8826540120;0
88265401200;0
88265401240;0
88265401260;1
88265401270;0
88265401280;0
88265401300;1
88265401320;1
88265401350;1
88265401360;1
88265401380;1
88265401390;0
88265401400;1
88265401410;0
88265401420;1
88265401430;0
88265401450;1
88265401470;1
88265401480;1
88265401490;0
8826540150;0
88265401520;0
88265401550;0
88265401630;1
88265401640;0
88265401660;0
88265401690;1
8826540170;1
88265401730;0
88265401740;1
88265401750;0
8826540180;1
88265402120;0
88265402150;1
88265402160;1
88265402170;0
88265402180;0
88265402190;1
88265402200;1
88265402230;1
88265402240;1
88265402270;1
8826540230;1
88265402300;1
88265402310;0
88265402320;0
88265402330;1
88265402340;1
88265402350;1
88265402370;0
88265402380;1
8826540240;1
88265402400;1
88265402420;1
88265402440;0
88265402450;1
88265402480;0
88265402490;1
88265402500;1
88265402520;1
88265402540;0
88265402570;1
88265402580;0
88265402590;1
8826540260;1
88265402600;1
88265402630;0
88265402660;1
88265402690;0
8826540270;0
88265402700;1
88265402770;0
88265402780;1
88265402790;1
8826540280;0
88265402800;1
88265402810;1
88265402820;0
88265402840;1
88265402850;1
88265402880;0
88265402890;1
8826540290;0
88265402900;1
907001100;0
9070011010;1
9070011020;1
9070011060;1
9070011090;1
907001110;1
9070011110;1
907001120;1
907001150;0
907001160;1
907001170;1
907001180;0
907001210;0
907001220;1
907001240;1
907001270;1
907001280;1
907001310;1
907001340;1
907001350;1
907001360;0
907001370;0
907001400;1
907001430;1
907001450;1
907001480;1
907001490;0
90700150;1
907001500;1
907001520;0
907001550;1
907001560;1
907001570;0
907001580;1
90700160;1
907001600;0
907001620;0
907001650;1
907001670;0
907001680;1
90700170;1
907001730;0
907001740;1
907001780;1
907001790;1
90700180;1
907001820;1
907001840;0
907001850;1
907001860;1
90700190;0
907001910;0
907001940;1
907001950;1
907001970;0
9289010111;1
9289010112;1
9289010113;1
9289010114;1
9289010115;1
9289010117;1
9289010118;1
9289010119;0
9289010120;1
9289010121;1
9289010127;0
928901013;0
9289010131;1
9289010132;1
9289010133;0
9289010134;1
9289010138;1
9289010139;1
928901014;1
9289010143;1
9289010144;1
9289010145;0
9289010147;1
9289010149;0
9289010150;1
9289010151;0
9289010152;1
9289010153;1
9289010154;1
9289010155;1
9289010157;0
9289010158;0
928901016;1
9289010160;0
9289010161;1
9289010163;0
9289010166;0
9289010167;1
928901018;0
9289010210;0
9289010211;1
9289010216;0
9289010221;1
9289010222;0
9289010223;1
9289010227;0
9289010229;0
928901023;1
9289010230;0
9289010231;1
9289010232;0
9289010233;1
9289010235;0
9289010242;0
9289010243;0
9289010244;0
9289010245;0
9289010248;1
9289010249;0
928901025;0
9289010250;1
9289010251;0
9289010253;0
9289010254;1
9289010257;0
9289010259;1
928901026;1
9289010261;0
9289010262;1
9289010263;1
9289010265;0
9289010266;0
9289010267;0
9289010268;0
9289010269;0
9289010270;0
9289010271;1
9289010273;1
9289010274;0
9289010275;0
9289010276;1
9289010278;1
928901028;1
928901029;1
940328011;0
9403280110;0
9403280112;0
9403280114;1
9403280115;1
9403280116;0
9403280117;0
940328012;0
9403280126;0
9403280129;0
9403280132;1
9403280134;1
9403280136;0
9403280138;1
940328014;0
9403280140;1
9403280143;1
9403280145;1
9403280146;0
9403280147;0
9403280149;1
9403280150;0
9403280151;0
9403280152;1
9403280155;0
9403280156;0
9403280157;1
9403280159;0
940328016;0
9403280164;1
9403280165;1
9403280167;0
940328017;0
940328018;1
9403280212;0
9403280213;0
9403280217;1
9403280218;0
9403280219;0
940328022;0
9403280227;1
9403280229;0
9403280234;0
9403280235;0
9403280236;0
9403280238;1
9403280241;0
9403280243;0
9403280245;1
9403280246;0
9403280247;1
9403280249;1
9403280250;1
9403280251;1
9403280254;0
9403280255;0
9403280256;0
9403280259;0
9403280260;0
9403280262;0
9403280265;0
9403280266;0
9403280271;0
9403280272;0
9403280273;1
9403280277;0
9403280279;0
9877360111;1
9877360113;1
9877360114;1
9877360115;1
9877360116;1
9877360117;1
9877360120;1
9877360121;0
9877360124;1
9877360125;1
9877360126;1
9877360127;0
9877360128;1
9877360130;0
9877360131;0
9877360132;1
9877360133;1
9877360134;0
9877360135;1
9877360138;1
987736014;0
9877360140;1
9877360141;1
9877360143;0
9877360147;1
9877360149;1
987736015;1
9877360151;1
9877360152;1
9877360154;1
9877360156;0
9877360157;1
9877360158;0
9877360159;0
987736016;1
9877360163;1
9877360164;0
9877360165;0
9877360166;1
9877360168;1
9877360169;0
987736017;0
9877360170;1
9877360172;1
9877360173;0
9877360174;1
9877360175;1
9877360177;0
987736018;1
9877360180;0
9877360181;0
9877360182;0
9877360183;1
9877360184;1
9877360185;0
9877360210;1
9877360212;0
9877360213;0
9877360215;1
9877360217;0
987736022;1
9877360221;1
9877360223;1
9877360225;0
9877360226;1
9877360227;0
9877360228;1
9877360229;0
9877360231;1
9877360232;0
9877360234;0
9877360238;0
9877360239;1
987736024;1
9877360240;1
9877360241;1
9877360242;1
9877360247;0
9877360248;0
987736025;0
9877360250;1
9877360252;0
9877360253;0
9877360254;0
9877360256;0
9877360258;1
9877360259;1
9877360261;1
9877360262;0
9877360264;0
987736027;0
9877360270;1
9877360271;1
9877360273;0
9877360279;1
987736028;1
9877360281;0
987736029;0
998826011;0
9988260112;0
9988260115;0
9988260119;0
