ClipID;0=EngBorLess//1=C+F
5100352004;1
5100352005;1
5100352006;1
5100352007;1
5100352008;1
5100352009;1
5100352011;1
5100352012;1
5100352013;1
5100352014;1
5100352015;0
5100352016;1
5100352017;1
5100352018;1
5100352020;1
5100352021;1
5100352022;1
5100352026;1
5100352027;1
5100352028;1
5100352030;1
5100352031;1
5100352032;1
5100352033;1
5100352034;1
5100352035;1
5100352037;1
5100352038;1
5100352039;1
5100352041;1
5100352042;1
5100352043;1
5100352044;1
5100352045;1
5100352046;1
5100352049;1
5100352050;1
5100352051;1
5100352052;1
5100352054;1
5100352055;1
5100352056;1
5100352057;1
5100352060;1
5100352061;1
5100352063;1
5100361009;1
5100361056;1
5100362028;1
5100362029;1
5100362030;1
5100362052;1
5100371022;0
5100371023;1
5100371024;1
5100371026;1
5100371027;1
5100371042;1
5100371055;1
5100371056;0
5100371067;1
5100371079;1
5100372001;1
5100372002;1
5100372003;1
5100372005;1
5100372006;1
5100372007;1
5100372009;1
5100372011;1
5100372015;1
5100372016;1
5100372017;1
5100372018;1
5100372019;1
5100372020;1
5100372021;1
5100372022;1
5100372023;1
5100372026;1
5100372027;1
5100372028;1
5100372069;1
5100381002;1
5100381003;1
5100381004;1
5100381005;1
5100381006;1
5100381007;1
5100381008;1
5100381009;1
5100381010;1
5100381011;1
5100381012;1
5100381015;1
5100381016;1
5100381017;1
5100381018;1
5100381019;1
5100381020;1
5100381021;1
5100381022;1
5100381023;1
5100381024;1
5100381026;1
5100381027;1
5100381028;1
5100381029;1
5100381031;1
5100381032;0
5100381034;1
5100381035;1
5100381037;1
5100381038;1
5100381039;0
5100381040;1
5100381041;1
5100381042;1
5100381043;1
5100381044;1
5100381045;1
5100381046;1
5100381047;1
5100381048;1
5100381049;1
5100381050;1
5100381051;1
5100381052;1
5100381053;1
5100381054;1
5100381055;1
5100381056;1
5100381058;1
5100381059;1
5100381060;1
5100381061;1
5100381063;1
5100381065;1
5100381066;1
5100381067;1
5100381069;0
5100382001;1
5100382003;1
5100382007;1
5100382008;1
5100382010;1
5100382011;1
5100382012;1
5100382013;1
5100382014;1
5100382015;1
5100382016;1
5100382018;1
5100382019;1
5100382020;1
5100382021;1
5100382022;1
5100382023;1
5100382025;1
5100382026;1
5100382027;1
5100382028;1
5100382029;1
5100382030;1
5100382031;1
5100382032;1
5100382033;1
5100382034;1
5100382035;1
5100382036;1
5100382037;1
5100382038;1
5100382039;1
5100382040;1
5100382042;1
5100382045;1
5100382046;0
5100382048;1
5100382050;1
5100382051;1
5100382052;1
5100382053;1
5100382054;1
5100382055;1
5100382056;1
5100382057;1
5100382058;1
5100382059;1
5100382060;1
5100382061;1
5100382062;1
5100382063;1
5100382064;1
5100382065;1
5100382066;1
5100382067;1
5100382068;1
5100382069;1
5100382070;1
5100382071;1
5100382072;1
5100382073;1
5100382075;1
5100382076;1
5100382077;1
5100382078;1
5100382079;1
5100401001;1
5100401003;1
5100401005;1
5100401006;1
5100401007;1
5100401008;1
5100401010;1
5100401011;1
5100401012;1
5100401014;1
5100401015;1
5100401016;1
5100401018;1
5100401021;1
5100401022;1
5100401023;1
5100401025;1
5100401026;1
5100401028;1
5100401029;1
5100401030;1
5100401031;1
5100401032;1
5100401033;1
5100401034;1
5100401035;1
5100401036;1
5100401038;1
5100401039;1
5100401040;1
5100401042;1
5100401043;1
5100401044;1
5100401045;1
5100401046;1
5100401047;1
5100401048;1
5100401049;1
5100401050;1
5100401051;1
5100401053;1
5100401054;1
5100401055;1
5100401056;1
5100401057;1
5100401059;1
5100401060;1
5100401061;1
5100401062;1
5100401063;1
5100401064;1
5100401065;1
5100401066;1
5100401067;1
5100401069;1
5100401070;1
5100401071;1
5100401072;1
5100401073;1
5100401074;1
5100401075;0
5100401076;1
5100401077;1
5100401078;1
5100402001;1
5100402002;1
5100402004;1
5100402005;1
5100402007;1
5100402008;1
5100402009;1
5100402011;1
5100402012;1
5100402015;1
5100402016;1
5100402017;1
5100402019;1
5100402020;1
5100402023;1
5100402024;1
5100402028;1
5100402029;0
5100402031;1
5100402032;1
5100402033;1
5100402034;1
5100402035;1
5100402036;0
5100402037;1
5100402038;1
5100402039;1
5100402040;1
5100402046;1
5100402047;1
5100402048;1
5100402049;1
5100402050;1
5100402051;0
5100402052;0
5100402053;1
5100402054;1
5100402055;1
5100402057;1
5100402058;1
5100402059;1
5100402062;1
5100402063;0
5100402065;1
5100402066;1
5100402067;1
5100402068;1
5100402069;1
5100421001;1
5100421002;1
5100421003;1
5100421005;1
5100421007;1
5100421009;1
5100421011;1
5100421012;1
5100421013;1
5100421015;1
5100421016;1
5100421017;1
5100421018;1
5100421019;1
5100421020;1
5100421021;1
5100421024;1
5100421025;1
5100421026;1
5100421027;0
5100421029;1
5100421032;1
5100421033;1
5100421034;1
5100421038;1
5100421039;1
5100421040;1
5100421041;1
5100421043;1
5100421045;1
5100421047;1
5100421048;1
5100421049;1
5100421050;1
5100421051;1
5100421052;1
5100421053;1
5100421054;1
5100421056;1
5100421057;1
5100421058;1
5100421059;1
5100421060;1
5100421061;0
5100421062;1
5100421063;1
5100421064;1
5100421065;1
5100421067;1
5100421068;1
5100421069;1
5100421070;1
5100421071;1
5100421072;1
5100421073;1
5100421074;1
5100421076;1
5100421078;1
5100421079;1
5100421080;1
5100421081;1
5100422002;1
5100422003;1
5100422004;1
5100422005;1
5100422006;1
5100422007;1
5100422008;1
5100422009;1
5100422011;1
5100422012;1
5100422013;1
5100422014;1
5100422016;1
5100422017;1
5100422018;1
5100422019;1
5100422022;1
5100422023;1
5100422024;1
5100422025;1
5100422026;1
5100422027;1
5100422028;1
5100422029;1
5100422030;1
5100422033;1
5100422034;1
5100422035;1
5100422036;1
5100422037;0
5100422038;1
5100422039;1
5100422041;1
5100422042;1
5100422044;1
5100422045;1
5100422046;1
5100422047;1
5100422049;1
5100422050;1
5100422051;1
5100422052;1
5100422055;1
5100422056;1
5100422057;1
5100422058;1
5100422059;1
5100422060;1
5100422061;1
5100422062;1
5100422063;1
5100422065;1
5100422066;1
5100422067;1
5100422068;1
5100422069;1
5100422071;1
5100422072;1
5100422073;1
5100422074;1
5100422075;1
5100422077;1
5100422078;1
5100422079;1
5100422080;1
5100422081;0
5100422084;1
5100422085;1
5100451001;1
5100451003;1
5100451004;1
5100451006;1
5100451007;1
5100451012;1
5100451013;1
5100451015;1
5100451016;1
5100451017;1
5100451018;1
5100451019;1
5100451020;1
5100451024;1
5100451026;1
5100451027;1
5100451033;1
5100451034;1
5100451035;1
5100451036;1
5100451038;1
5100451041;1
5100451043;1
5100451044;1
5100451045;1
5100451049;1
5100451050;1
5100451051;1
5100451052;1
5100451055;1
5100451056;1
5100451059;1
5100451060;1
5100451061;1
5100451064;1
5100451065;1
5100451066;1
5100451067;1
5100451070;1
5100451071;1
5100452002;1
5100452004;1
5100452005;1
5100452006;1
5100452007;1
5100452008;1
5100452009;1
5100452010;1
5100452011;1
5100452012;1
5100452013;1
5100452014;1
5100452016;0
5100452017;1
5100452018;1
5100452021;1
5100452023;1
5100452025;1
5100452027;1
5100452028;1
5100452030;1
5100452031;1
5100452032;1
5100452033;1
5100452034;1
5100452035;1
5100452036;1
5100452037;1
5100452038;1
5100452039;1
5100452040;1
5100452047;1
5100452049;1
5100452050;1
5100452053;1
5100452054;1
5100452055;1
5100452059;1
5100452060;1
5100452061;1
5100452065;1
5100452066;1
5100452067;1
5100452076;1
5100452078;1
5100452079;1
5100452080;1
5100452081;1
5100461004;0
5100461005;0
5100461006;1
5100461007;0
5100461008;0
5100461009;1
5100461010;1
5100461011;1
5100461014;1
5100461015;1
5100461016;1
5100461017;1
5100461018;0
5100461020;1
5100461021;1
5100461022;1
5100461023;1
5100461025;1
5100461029;1
5100461030;1
5100461031;1
5100461032;0
5100461033;1
5100461034;0
5100461035;1
5100461036;0
5100461037;0
5100461038;1
5100461039;1
5100461040;0
5100461042;1
5100461043;0
5100461044;1
5100461046;1
5100461047;1
5100461048;1
5100461049;0
5100461050;0
5100461051;1
5100461052;1
5100461053;1
5100461054;0
5100461055;1
5100461056;1
5100461057;1
5100461058;0
5100461061;1
5100461062;0
5100461063;1
5100461064;1
5100461065;1
5100461066;1
5100461067;1
5100461068;0
5100461069;1
5100462001;1
5100462002;1
5100462003;1
5100462005;0
5100462009;1
5100462010;1
5100462011;1
5100462012;1
5100462014;1
5100462015;1
5100462016;1
5100462017;1
5100462018;1
5100462019;1
5100462021;1
5100462022;1
5100462023;1
5100462024;0
5100462025;1
5100462026;1
5100462027;1
5100462028;1
5100462029;1
5100462031;0
5100462032;0
5100462033;0
5100462035;1
5100462037;1
5100462038;0
5100462039;0
5100462040;1
5100462041;1
5100462042;1
5100462043;1
5100462044;1
5100462045;1
5100462046;1
5100462047;1
5100462048;1
5100462050;0
5100462051;1
5100462052;1
5100462053;1
5100462054;1
5100462055;1
5100462057;0
5100462058;1
5100462059;1
5100462061;0
5100462062;0
5100462063;1
5100462064;1
5100462066;0
5100462067;0
5100462068;1
5100462069;1
5100462070;1
5100462071;0
5100462072;1
5100462074;0
5100462075;1
5100462077;1
5100462078;1
5100462079;1
5100462080;1
5100462081;0
5100462082;1
5100471001;0
5100471002;1
5100471003;1
5100471011;1
5100471012;0
5100471013;1
5100471015;0
5100471016;1
5100471018;0
5100471019;1
5100471020;0
5100471021;1
5100471023;0
5100471026;1
5100471027;0
5100471028;1
5100471029;1
5100471030;1
5100471031;0
5100471034;0
5100471037;1
5100471038;1
5100471039;1
5100471041;1
5100471042;1
5100471044;0
5100471045;0
5100471047;1
5100471049;0
5100471050;1
5100471051;0
5100471052;1
5100471054;1
5100471056;1
5100471057;1
5100471058;1
5100471059;0
5100471060;1
5100471062;1
5100471063;1
5100471065;1
5100471068;1
5100471069;1
5100471070;1
5100471072;1
5100471074;1
5100471075;1
5100471080;1
5100471081;1
5100472001;0
5100472002;0
5100472003;1
5100472004;1
5100472005;1
5100472007;1
5100472009;1
5100472010;1
5100472011;1
5100472012;1
5100472014;1
5100472019;1
5100472020;1
5100472021;1
5100472027;1
5100472030;1
5100472031;0
5100472032;1
5100472035;1
5100472039;1
5100472040;0
5100472041;1
5100472042;0
5100472044;0
5100472045;1
5100472047;1
5100472050;0
5100472052;1
5100472053;1
5100472054;1
5100472058;1
5100472060;1
5100472063;1
5100472064;1
826412010;1
8264120110;1
8264120111;1
8264120112;1
8264120113;1
8264120116;1
8264120117;1
8264120119;1
8264120120;1
8264120121;1
8264120122;1
8264120123;0
8264120124;1
8264120125;0
8264120126;1
8264120127;0
826412013;1
8264120131;1
8264120132;0
8264120136;1
8264120139;1
8264120141;0
8264120144;1
8264120145;1
8264120146;1
8264120149;1
8264120150;1
8264120156;1
8264120157;1
8264120159;0
8264120165;1
8264120166;1
8264120169;1
826412017;1
826412018;1
826412019;1
8264120210;0
8264120211;1
8264120213;1
8264120215;1
8264120216;1
8264120218;1
8264120219;1
8264120220;1
8264120221;1
8264120223;1
8264120224;1
8264120227;1
8264120228;1
8264120229;0
826412023;1
8264120231;1
8264120232;0
8264120233;1
8264120234;0
8264120239;1
826412024;1
8264120240;1
8264120241;1
8264120242;0
8264120243;0
8264120245;1
8264120247;1
8264120248;0
8264120249;1
826412025;1
8264120254;1
8264120256;1
8264120257;1
8264120258;1
8264120261;1
8264120262;0
8264120263;1
8264120265;1
8264120266;1
8264120268;1
8264120269;1
826412027;1
8264120274;1
8264120275;1
8264120279;1
8264120280;0
8264120282;1
8264120284;1
88265401100;1
88265401130;1
88265401140;1
88265401150;1
88265401160;1
88265401170;1
88265401190;1
8826540120;1
88265401200;1
88265401240;1
88265401260;1
88265401270;1
88265401280;1
88265401300;1
88265401320;1
88265401350;1
88265401360;1
88265401380;1
88265401390;1
88265401400;1
88265401410;1
88265401420;1
88265401430;1
88265401450;1
88265401470;1
88265401480;1
88265401490;1
8826540150;1
88265401520;1
88265401550;1
88265401630;1
88265401640;1
88265401660;1
88265401690;1
8826540170;1
88265401730;1
88265401740;1
88265401750;1
8826540180;1
88265402120;1
88265402150;1
88265402160;1
88265402170;1
88265402180;1
88265402190;1
88265402200;1
88265402230;0
88265402240;1
88265402270;1
8826540230;1
88265402300;1
88265402310;1
88265402320;1
88265402330;1
88265402340;1
88265402350;1
88265402370;1
88265402380;1
8826540240;1
88265402400;1
88265402420;1
88265402440;1
88265402450;1
88265402480;1
88265402490;1
88265402500;1
88265402520;1
88265402540;1
88265402570;1
88265402580;1
88265402590;1
8826540260;0
88265402600;0
88265402630;1
88265402660;1
88265402690;1
8826540270;1
88265402700;1
88265402770;1
88265402780;1
88265402790;1
8826540280;1
88265402800;1
88265402810;1
88265402820;1
88265402840;1
88265402850;1
88265402880;1
88265402890;1
8826540290;1
88265402900;1
907001100;1
9070011010;0
9070011020;1
9070011060;1
9070011090;0
907001110;1
9070011110;1
907001120;1
907001150;1
907001160;1
907001170;1
907001180;1
907001210;1
907001220;1
907001240;1
907001270;1
907001280;1
907001310;1
907001340;1
907001350;1
907001360;1
907001370;1
907001400;1
907001430;1
907001450;1
907001480;1
907001490;1
90700150;1
907001500;1
907001520;1
907001550;1
907001560;1
907001570;1
907001580;1
90700160;1
907001600;1
907001620;1
907001650;1
907001670;1
907001680;1
90700170;1
907001730;1
907001740;1
907001780;1
907001790;1
90700180;1
907001820;1
907001840;1
907001850;1
907001860;1
90700190;1
907001910;1
907001940;1
907001950;1
907001970;1
9289010111;1
9289010112;1
9289010113;0
9289010114;0
9289010115;1
9289010117;1
9289010118;1
9289010119;1
9289010120;1
9289010121;1
9289010127;1
928901013;1
9289010131;0
9289010132;1
9289010133;1
9289010134;1
9289010138;1
9289010139;1
928901014;1
9289010143;1
9289010144;1
9289010145;1
9289010147;1
9289010149;1
9289010150;1
9289010151;1
9289010152;1
9289010153;1
9289010154;1
9289010155;1
9289010157;1
9289010158;1
928901016;1
9289010160;1
9289010161;1
9289010163;1
9289010166;1
9289010167;1
928901018;1
9289010210;1
9289010211;1
9289010216;1
9289010221;1
9289010222;1
9289010223;1
9289010227;1
9289010229;1
928901023;1
9289010230;1
9289010231;1
9289010232;1
9289010233;1
9289010235;1
9289010242;1
9289010243;1
9289010244;1
9289010245;1
9289010248;1
9289010249;1
928901025;1
9289010250;1
9289010251;1
9289010253;1
9289010254;1
9289010257;1
9289010259;1
928901026;1
9289010261;1
9289010262;1
9289010263;0
9289010265;1
9289010266;1
9289010267;1
9289010268;1
9289010269;1
9289010270;1
9289010271;1
9289010273;1
9289010274;1
9289010275;1
9289010276;1
9289010278;1
928901028;1
928901029;1
940328011;1
9403280110;1
9403280112;1
9403280114;1
9403280115;1
9403280116;1
9403280117;1
940328012;1
9403280126;1
9403280129;1
9403280132;1
9403280134;0
9403280136;1
9403280138;1
940328014;1
9403280140;0
9403280143;1
9403280145;1
9403280146;1
9403280147;1
9403280149;1
9403280150;1
9403280151;1
9403280152;1
9403280155;1
9403280156;1
9403280157;1
9403280159;1
940328016;1
9403280164;1
9403280165;1
9403280167;1
940328017;1
940328018;1
9403280212;1
9403280213;1
9403280217;1
9403280218;1
9403280219;1
940328022;1
9403280227;1
9403280229;1
9403280234;1
9403280235;1
9403280236;1
9403280238;0
9403280241;1
9403280243;1
9403280245;1
9403280246;1
9403280247;1
9403280249;1
9403280250;1
9403280251;1
9403280254;1
9403280255;1
9403280256;1
9403280259;1
9403280260;1
9403280262;1
9403280265;1
9403280266;1
9403280271;1
9403280272;1
9403280273;1
9403280277;1
9403280279;1
9877360111;1
9877360113;1
9877360114;1
9877360115;1
9877360116;1
9877360117;1
9877360120;1
9877360121;1
9877360124;1
9877360125;1
9877360126;1
9877360127;1
9877360128;1
9877360130;1
9877360131;1
9877360132;1
9877360133;1
9877360134;1
9877360135;1
9877360138;1
987736014;1
9877360140;1
9877360141;1
9877360143;1
9877360147;1
9877360149;1
987736015;0
9877360151;1
9877360152;1
9877360154;1
9877360156;1
9877360157;1
9877360158;1
9877360159;1
987736016;1
9877360163;1
9877360164;1
9877360165;1
9877360166;1
9877360168;1
9877360169;1
987736017;1
9877360170;1
9877360172;0
9877360173;1
9877360174;1
9877360175;1
9877360177;1
987736018;1
9877360180;1
9877360181;1
9877360182;1
9877360183;1
9877360184;1
9877360185;1
9877360210;1
9877360212;1
9877360213;1
9877360215;1
9877360217;1
987736022;1
9877360221;1
9877360223;1
9877360225;1
9877360226;1
9877360227;1
9877360228;1
9877360229;1
9877360231;1
9877360232;1
9877360234;1
9877360238;1
9877360239;1
987736024;1
9877360240;1
9877360241;1
9877360242;1
9877360247;1
9877360248;1
987736025;1
9877360250;1
9877360252;1
9877360253;1
9877360254;1
9877360256;1
9877360258;1
9877360259;1
9877360261;1
9877360262;1
9877360264;1
987736027;1
9877360270;1
9877360271;0
9877360273;1
9877360279;0
987736028;1
9877360281;1
987736029;1
998826011;1
9988260112;1
9988260115;1
9988260119;1
