ClipID;0=C+F//1=EngOnly//2=BorEng
4100192051;2
4100192052;2
4100192053;0
4100192054;0
4100192055;2
4100192056;2
4100192057;1
4100192058;2
4100192060;0
4100192061;1
4100192062;2
4100192063;2
4100192066;2
4100192068;2
4100201001;1
4100201003;0
4100201004;1
4100201005;0
4100201006;0
4100201007;0
4100201008;1
4100201009;2
4100201010;1
4100201011;2
4100201013;0
4100201014;1
4100201016;2
4100201017;1
4100201018;1
4100201020;1
4100201021;0
4100201022;1
4100201023;2
4100201024;1
4100201025;1
4100201026;0
4100201027;1
4100201030;2
4100201031;1
4100201032;0
4100201033;2
4100201034;2
4100201035;0
4100201039;0
4100201040;1
4100201041;1
4100201042;2
4100201043;0
4100201044;0
4100201045;1
4100201046;0
4100201048;2
4100201049;2
4100201051;2
4100201052;1
4100201053;2
4100201054;1
4100201055;1
4100201056;0
4100201058;0
4100201059;2
4100201060;2
4100201061;1
4100201062;0
4100201063;1
4100201064;1
4100201068;1
4100201069;0
4100201071;2
4100201072;0
4100201073;1
4100201074;0
4100201075;0
4100201076;0
4100201078;1
4100201079;0
4100201081;1
4100201082;2
4100202001;2
4100202004;0
4100202005;2
4100202006;0
4100202007;1
4100202008;2
4100202009;1
4100202010;1
4100202011;1
4100202012;0
4100202013;0
4100202014;0
4100202015;0
4100202016;0
4100202017;1
4100202018;2
4100202019;0
4100202021;2
4100202022;2
4100202023;1
4100202024;0
4100202025;0
4100202032;2
4100202037;0
4100202039;0
4100202040;0
4100202041;2
4100202042;0
4100202043;2
4100202045;2
4100202046;0
4100202048;2
4100202052;2
4100202053;1
4100202054;2
4100202055;0
4100202056;2
4100202063;0
4100202065;2
4100202067;1
4100202068;2
4100241001;0
4100241002;0
4100241003;2
4100241004;2
4100241006;0
4100241007;2
4100241008;0
4100241009;0
4100241011;0
4100241013;0
4100241016;1
4100241017;0
4100241018;1
4100241020;0
4100241029;0
4100241030;0
4100241031;0
4100241042;0
4100241045;0
4100241046;1
4100241049;2
4100241051;0
4100241052;0
4100241053;2
4100241054;0
4100241055;1
4100241056;1
4100241059;2
4100241060;1
4100241061;2
4100241062;0
4100241063;0
4100241064;0
4100241068;0
4100241069;1
4100241075;1
4100242001;2
4100242002;0
4100242003;0
4100242004;0
4100242005;0
4100242006;0
4100242008;2
4100242011;0
4100242020;0
4100242021;0
4100242029;2
4100242031;2
4100242032;0
4100242033;2
4100242034;0
4100242035;2
4100242036;0
4100242037;2
4100242038;2
4100242040;0
4100242045;0
4100242048;0
4100242050;0
4100242053;0
4100242054;0
4100242057;0
4100242059;0
4100242060;2
4100242063;0
4100242065;0
4100242066;2
4100242067;0
4100251003;2
4100251004;1
4100251005;0
4100251006;2
4100251010;1
4100251011;0
4100251012;0
4100251013;2
4100251014;2
4100251015;0
4100251016;0
4100251017;0
4100251018;0
4100251019;0
4100251020;0
4100251021;2
4100251022;2
4100251024;0
4100251026;0
4100251027;0
4100251028;2
4100251029;0
4100251030;0
4100251031;2
4100251032;2
4100251033;0
4100251034;0
4100251035;0
4100251036;0
4100251038;0
4100251039;0
4100251040;2
4100251041;0
4100251042;2
4100251044;0
4100251046;0
4100251047;1
4100251048;2
4100251049;0
4100251051;2
4100251052;1
4100251053;0
4100251054;1
4100251056;0
4100251057;2
4100251059;2
4100251060;0
4100251061;2
4100251062;2
4100251063;0
4100251064;2
4100251065;0
4100251068;0
4100251069;0
4100251070;2
4100252001;0
4100252003;2
4100252004;1
4100252005;0
4100252007;1
4100252010;2
4100252011;2
4100252012;2
4100252013;0
4100252014;0
4100252015;2
4100252016;0
4100252019;0
4100252021;2
4100252022;0
4100252023;2
4100252024;0
4100252027;2
4100252031;2
4100252032;0
4100252033;0
4100252034;0
4100252035;2
4100252036;2
4100252037;2
4100252038;0
4100252039;2
4100252040;2
4100252041;2
4100252043;1
4100252044;0
4100252045;2
4100252048;2
4100252049;2
4100252050;1
4100252051;2
4100252053;2
4100252054;2
4100252055;0
4100252056;1
4100252057;1
4100252058;2
4100252060;1
4100252061;0
4100252062;0
4100252063;1
4100252066;0
4100252069;0
4100252070;1
4100252071;0
4100252072;2
4100252073;1
4100252074;1
4100252075;0
4100252076;0
4100252078;0
4100252081;0
4100261001;1
4100261002;0
4100261003;2
4100261004;1
4100261005;2
4100261006;0
4100261007;1
4100261010;0
4100261012;0
4100261013;2
4100261015;2
4100261016;2
4100261020;0
4100261023;1
4100261025;2
4100261027;0
4100261028;2
4100261029;2
4100261030;2
4100261031;0
4100261032;0
4100261033;1
4100261034;0
4100261035;1
4100261036;2
4100261038;2
4100261041;0
4100261044;0
4100261045;2
4100261046;0
4100261047;2
4100261048;0
4100261049;2
4100261050;0
4100261055;2
4100261056;2
4100261057;0
4100261058;2
4100261060;0
4100261061;0
4100262001;2
4100262003;0
4100262004;2
4100262006;0
4100262007;0
4100262008;2
4100262009;0
4100262010;0
4100262014;2
4100262015;1
4100262016;0
4100262017;0
4100262018;0
4100262019;1
4100262020;0
4100262022;0
4100262023;0
4100262024;0
4100262025;0
4100262027;0
4100262034;0
4100262035;0
4100262037;0
4100262038;0
4100262040;0
4100262041;0
4100262042;0
4100262043;0
4100262044;0
4100262045;0
4100262046;0
4100262047;0
4100262052;0
4100262053;0
4100262056;1
4100262057;0
4100262060;0
4100262063;2
4100262064;0
4100262065;0
4100262066;0
4100262067;0
4100262068;0
4100262069;0
4100262070;0
4100271007;1
4100271008;0
4100271009;0
4100271010;2
4100271011;0
4100271012;1
4100271026;1
4100271028;2
4100271029;0
4100271030;0
4100271032;0
4100271033;1
4100271034;2
4100271038;0
4100271039;0
4100271041;0
4100271042;1
4100271043;0
4100271056;0
4100272024;0
4100272029;2
4100272033;2
4100272034;0
4100272036;1
4100272037;2
4100272043;1
4100272051;0
4100272052;2
4100272056;2
4100281001;0
4100281002;0
4100281015;0
4100281016;0
4100281019;2
4100281022;0
4100281023;0
4100281027;2
4100281029;0
4100281030;0
4100281032;0
4100281033;2
4100281034;0
4100281035;1
4100281036;2
4100281037;2
4100281041;0
4100281042;0
4100281045;0
4100281046;1
4100281048;0
4100281049;0
4100281050;0
4100281052;2
4100281053;0
4100281054;2
4100281057;2
4100281058;0
4100281059;0
4100281060;0
4100281061;0
4100281062;2
4100281063;2
4100281066;0
4100281067;0
4100281068;0
4100281070;0
4100281072;0
4100281075;2
4100281076;2
4100281078;0
4100281079;0
4100281080;2
4100281081;0
4100282001;0
4100282002;0
4100282003;0
4100282004;0
4100282005;0
4100282007;1
4100282008;0
4100282009;0
4100282012;0
4100282013;0
4100282014;1
4100282015;0
4100282017;0
4100282018;0
4100282019;2
4100282020;0
4100282021;1
4100282022;0
4100282023;2
4100282024;0
4100282033;2
4100282043;1
4100282048;2
4100282053;2
4100282057;0
4100282058;0
4100282066;0
4100282067;2
4100282068;2
4100282070;0
4100291002;0
4100291003;2
4100291004;1
4100291005;2
4100291006;0
4100291007;2
4100291008;2
4100291009;0
4100291010;0
4100291011;0
4100291012;1
4100291014;2
4100291015;2
4100291016;0
4100291017;0
4100291018;0
4100291019;0
4100291021;0
4100291022;0
4100291025;0
4100291026;0
4100291027;2
4100291028;2
4100291032;2
4100291033;2
4100291034;1
4100291036;2
4100291037;1
4100291039;2
4100291040;0
4100291041;0
4100291043;2
4100291046;0
4100291047;0
4100291048;0
4100291049;0
4100291050;2
4100291051;0
4100291055;2
4100291056;2
4100291059;2
4100291060;1
4100291061;0
4100291062;1
4100291063;1
4100291064;2
4100291065;1
4100291070;0
4100291073;1
4100291074;2
4100291076;0
4100291077;0
4100291078;0
4100291079;2
4100291080;2
4100291081;0
4100291082;2
4100291083;0
4100291084;0
4100292001;0
4100292003;1
4100292005;2
4100292008;2
4100292010;1
4100292016;2
4100292019;1
4100292020;2
4100292021;2
4100292022;2
4100292023;2
4100292024;0
4100292025;1
4100292026;1
4100292027;1
4100292028;0
4100292035;2
4100292036;0
4100292037;2
4100292040;2
4100292041;2
4100292042;1
4100292043;0
4100292044;1
4100292045;2
4100292046;1
4100292048;2
4100292049;2
4100292050;0
4100292052;2
4100292053;0
4100292056;0
4100292057;1
4100292059;1
4100292060;1
4100292061;1
4100292062;0
4100292063;2
4100292064;1
4100292065;1
4100292066;1
4100292067;1
4100292068;1
4100292069;2
4100292070;1
4100292071;1
4100292072;2
4100292073;1
4100292074;0
4100292075;1
4100292077;1
4100292078;1
4100292079;1
4100292081;0
4100292083;1
4100292084;2
4100292085;1
4100292087;0
4100292088;2
4100302002;1
4100302013;2
4100302014;0
4100302016;0
4100302017;2
4100302018;0
4100302019;2
4100302020;2
4100302024;0
4100302028;0
4100302030;0
4100302040;0
4100302041;2
4100302042;2
4100302043;0
4100302044;2
4100302045;2
4100302046;1
4100302047;0
4100302048;2
4100302049;2
4100302050;2
4100302051;0
4100302052;2
4100302053;1
4100302054;1
4100302055;2
4100302058;0
4100302061;0
4100302063;2
4100302064;2
4100302066;2
4100302067;2
4100302068;2
4100302069;0
4100321001;0
4100321002;0
4100321003;1
4100321004;2
4100321005;1
4100321006;0
4100321008;2
4100321009;0
4100321010;2
4100321011;2
4100321012;1
4100321014;0
4100321015;1
4100321016;2
4100321019;0
4100321020;2
4100321021;2
4100321022;2
4100321023;1
4100321024;1
4100321026;1
4100321027;2
4100321028;2
4100321029;1
4100321030;1
4100321032;1
4100321033;0
4100321034;1
4100321037;1
4100321038;1
4100321039;0
4100321041;1
4100321042;2
4100321043;2
4100321044;0
4100321045;2
4100321046;1
4100321049;2
4100321051;2
4100321052;2
4100321053;1
4100322001;0
4100322007;0
4100322025;2
4100322031;2
4100322032;2
4100322033;2
4100322034;2
4100322035;0
4100322037;2
4100322038;0
4100322039;0
4100322040;1
4100322041;2
4100322042;1
4100322044;2
4100322045;1
4100322048;1
4100322051;0
4100322052;2
4100322053;0
4100322055;0
4100322056;0
4100322057;0
4100322058;0
4100322059;2
4100322060;2
4100322061;2
5000391001;0
5000391002;2
5000391004;0
5000391005;2
5000391007;0
5000391008;2
5000391010;0
5000391012;2
5000391013;0
5000391014;2
5000391015;2
5000391016;2
5000391017;2
5000391019;1
5000391020;0
5000391022;2
5000391023;2
5000391024;2
5000391026;2
5000391028;0
5000391029;0
5000391030;2
5000391031;1
5000391032;0
5000391034;2
5000391035;2
5000391036;2
5000391037;2
5000391038;2
5000391040;0
5000391045;2
5000391046;0
5000391047;1
5000391049;0
5000391050;2
5000391054;2
5000391055;0
5000391056;2
5000391059;2
5000391060;2
5000391061;2
5000391062;1
5000391063;1
5000391064;0
5000391065;2
5000391066;1
5000391067;0
5000391068;1
5000391069;0
5000391070;1
5000391071;0
5000391072;2
5000391073;2
5000391074;0
5000391076;2
5000391078;2
5000391079;1
5000391080;2
5000391081;1
5000392001;1
5000392002;2
5000392003;2
5000392006;2
5000392007;0
5000392010;2
5000392011;2
5000392015;0
5000392016;2
5000392017;0
5000392018;2
5000392019;2
5000392020;0
5000392021;0
5000392022;0
5000392025;2
5000392026;0
5000392027;2
5000392029;2
5000392033;0
5000392035;2
5000392036;2
5000392038;0
5000392039;2
5000392040;2
5000392041;2
5000392042;2
5000392044;0
5000392047;2
5000392048;2
5000392049;0
5000392050;2
5000392051;2
5000392052;1
5000392053;2
5000392054;2
5000392055;1
5000392056;2
5000392058;2
5000392060;0
5000392062;2
5000392063;2
5000392064;0
5000392065;2
5000392066;0
5000392067;2
5000392070;2
5000392071;0
5000392072;2
5000431019;2
5000431020;1
5000431021;1
5000431022;1
5000431023;1
5000431025;2
5000431026;1
5000431049;2
5000431050;2
5000432001;2
5000432003;1
5000432006;1
5000432059;1
5564630110;0
5564630112;0
5564630115;0
5564630117;0
556463012;1
5564630121;2
5564630122;0
5564630123;0
5564630126;0
5564630127;0
5564630128;2
5564630129;2
556463013;0
5564630130;1
5564630132;0
5564630133;0
5564630134;2
5564630135;2
5564630137;2
5564630138;0
5564630139;2
556463014;0
5564630140;0
5564630141;0
5564630142;0
5564630143;0
5564630145;2
5564630147;0
5564630148;1
5564630149;2
5564630150;2
5564630152;0
5564630153;1
5564630154;0
5564630156;2
5564630157;2
5564630158;0
556463016;0
5564630160;0
5564630161;0
5564630162;1
5564630163;0
5564630165;0
5564630166;0
5564630167;1
5564630168;0
556463018;2
556463019;0
5564630211;0
5564630212;2
5564630213;2
5564630215;0
5564630216;2
5564630217;1
5564630218;0
5564630219;0
556463022;0
5564630221;1
5564630222;0
5564630226;0
5564630228;2
5564630229;0
5564630230;1
5564630232;2
5564630233;0
5564630234;2
5564630235;2
5564630236;0
5564630237;0
5564630238;2
556463024;2
5564630240;0
5564630241;2
5564630247;2
5564630249;0
556463025;0
5564630252;2
5564630253;2
5564630254;2
5564630256;0
5564630257;0
5564630258;2
556463026;1
5564630261;0
5564630262;0
5564630264;0
5564630265;0
5564630269;0
556463027;1
5564630273;0
5564630275;0
5564630276;0
556463028;0
5564630281;0
556463029;2
567496011;1
5674960111;0
5674960114;2
5674960115;0
5674960116;0
5674960117;0
5674960118;0
5674960121;1
5674960123;2
5674960124;0
5674960125;0
5674960126;1
567496013;0
5674960131;2
5674960132;0
5674960134;0
5674960136;2
5674960138;0
567496014;2
5674960142;0
5674960144;1
5674960145;0
5674960146;0
5674960148;0
5674960151;0
5674960153;0
5674960154;0
5674960155;0
5674960156;0
5674960157;0
5674960158;1
5674960160;0
5674960161;0
5674960166;2
567496017;2
5674960170;0
567496018;2
567496019;0
567496021;0
5674960211;0
5674960215;0
5674960216;0
5674960219;0
567496022;0
5674960220;0
5674960221;0
5674960222;2
5674960224;1
5674960225;0
5674960227;0
5674960228;2
5674960229;1
5674960230;0
5674960234;0
5674960235;0
567496024;0
5674960242;0
5674960246;0
5674960249;0
5674960251;0
5674960252;0
5674960255;0
5674960257;0
567496026;1
5674960261;0
5674960264;0
5674960268;0
5674960272;0
5674960273;0
5674960274;1
5674960275;0
5674960276;1
5674960277;0
5674960278;1
5674960279;0
567496028;2
5674960281;1
5674960282;1
5674960283;0
567496029;0
5912920111;0
5912920112;2
5912920113;1
5912920114;0
5912920119;1
5912920121;2
5912920123;0
5912920124;0
5912920125;0
5912920126;2
5912920127;1
5912920128;2
5912920129;0
5912920131;0
5912920133;1
5912920135;1
5912920137;2
5912920140;0
5912920142;1
5912920143;2
5912920145;2
5912920146;0
5912920147;1
5912920148;1
5912920149;1
591292015;2
5912920151;0
5912920152;1
5912920154;0
5912920156;1
5912920158;1
5912920159;1
5912920160;0
5912920163;0
5912920167;2
5912920168;1
5912920169;1
5912920170;0
5912920171;0
5912920172;0
591292019;2
591292021;1
5912920211;0
5912920212;2
5912920213;1
5912920216;1
5912920217;2
5912920220;0
5912920222;1
5912920223;0
5912920225;1
5912920227;1
5912920228;1
5912920230;1
5912920231;1
5912920233;0
5912920234;1
5912920235;0
5912920236;0
5912920239;0
591292024;1
5912920240;0
5912920241;2
5912920242;2
5912920243;0
5912920244;0
5912920245;0
5912920249;0
5912920250;1
5912920256;0
5912920260;2
5912920263;0
5912920265;0
5912920266;0
5912920267;0
5912920268;1
5912920273;2
5912920274;1
5912920275;0
5912920276;1
5912920277;1
5912920279;1
5912920280;0
769862011;0
7698620112;1
7698620113;0
7698620115;2
7698620116;1
7698620118;0
7698620120;2
7698620122;0
7698620123;2
7698620126;0
7698620129;2
7698620130;2
7698620131;2
7698620132;0
7698620133;1
7698620134;0
7698620136;2
7698620138;2
7698620139;2
769862014;1
7698620141;2
7698620144;2
7698620145;0
7698620149;2
769862015;0
7698620150;1
7698620151;1
7698620152;0
7698620153;0
7698620156;1
7698620158;2
769862016;2
7698620160;1
7698620161;0
7698620163;2
7698620165;1
7698620166;1
7698620167;2
7698620169;2
769862017;1
7698620170;0
7698620171;0
769862018;2
769862019;0
769862021;1
7698620211;0
7698620212;1
7698620217;0
7698620218;1
769862022;1
7698620221;1
7698620222;1
7698620224;0
7698620225;0
7698620227;0
7698620229;0
7698620230;2
7698620231;1
7698620233;0
7698620236;2
7698620238;0
7698620239;2
7698620244;0
7698620245;2
7698620250;2
7698620252;0
7698620253;0
7698620255;1
7698620256;2
7698620258;1
7698620260;0
7698620261;0
7698620262;0
7698620264;0
7698620265;0
7698620267;2
7698620268;1
7698620270;0
7698620274;2
7698620275;0
769862028;0
7698620281;0
7698620283;1
7994020110;2
79940201100;0
79940201110;1
79940201140;0
79940201150;2
79940201160;1
79940201180;0
79940201210;2
79940201230;2
79940201250;2
79940201270;2
7994020130;0
79940201300;0
79940201320;2
79940201330;0
79940201340;2
79940201350;1
79940201360;0
79940201370;0
79940201380;0
79940201390;0
7994020140;0
79940201410;2
79940201420;0
79940201430;1
79940201470;0
79940201490;0
79940201510;0
79940201560;0
79940201570;2
79940201580;0
7994020160;0
79940201620;0
79940201650;0
79940201660;0
79940201690;0
79940201700;2
79940201710;0
79940201720;2
79940201730;0
79940201740;1
79940201750;0
79940201760;0
79940201770;2
79940201780;0
79940201790;0
79940201810;2
79940201820;2
79940201850;2
79940201860;2
79940201880;0
79940201930;0
79940201950;0
79940202100;2
79940202120;1
79940202130;2
79940202140;0
79940202160;0
79940202170;0
79940202180;0
79940202190;0
79940202200;2
79940202210;0
79940202220;0
79940202230;0
79940202270;0
79940202280;0
7994020230;0
79940202300;2
79940202310;0
79940202320;2
79940202340;0
79940202350;2
79940202370;2
79940202390;2
79940202400;0
79940202410;2
79940202450;0
79940202470;2
79940202480;0
79940202490;2
7994020250;0
79940202510;0
79940202520;2
79940202540;2
79940202560;2
79940202570;0
79940202580;2
79940202620;2
79940202690;2
7994020270;2
79940202700;2
79940202710;0
79940202750;0
79940202760;2
79940202790;0
7994020280;0
79940202800;2
79940202820;0
79940202840;0
79940202850;0
79940202860;0
79940202870;0
79940202890;1
7994020290;0
8263820112;1
8263820113;0
8263820120;0
8263820123;1
8263820124;0
8263820126;1
8263820132;1
8263820135;2
8263820136;2
8263820138;0
8263820139;0
8263820140;1
8263820141;0
8263820144;1
8263820145;0
8263820146;0
8263820147;0
8263820148;1
826382015;0
8263820150;2
8263820151;1
8263820152;0
8263820155;2
8263820156;2
8263820159;0
826382016;1
8263820160;0
8263820162;1
8263820165;2
8263820169;0
8263820170;1
826382018;2
826382021;0
8263820210;0
8263820211;0
8263820212;0
8263820213;0
8263820214;2
8263820221;0
8263820223;2
8263820224;0
8263820227;0
8263820228;0
826382023;0
8263820231;0
8263820233;0
8263820234;1
8263820235;1
8263820237;0
8263820239;0
826382024;0
8263820240;1
8263820242;0
8263820243;0
8263820245;0
8263820246;1
8263820247;0
8263820251;1
8263820253;0
8263820254;1
8263820255;0
8263820256;0
8263820257;0
8263820259;0
826382026;1
8263820260;1
8263820264;0
8263820265;0
8263820266;0
8263820268;2
8263820269;1
826382027;0
8263820272;0
8263820273;0
8263820275;0
8263820277;1
8263820278;0
8263820279;2
826382028;2
